Barcode,Height (cm),Tree type,Health,Diameter (mm),Notes,Created By,Date,Cell No.,Link Record,Tree classification,Basalt,Soil Innoculation,Group (from Link Record),Download image name,Cell Planted Date (from Link Record),Plant week no (from Link Record),1st Measure Week No.,Weeks of growth to first measure,Height/Week of growth (cm),Plant height reference,Size range at planting (cm),Age (from Plant height reference 2),Diameter (mm) 12-21,Height (cm) 12-21,12-21 Update date,12-21 Updated by,Replanted 2-22,Diameter at base 2-22 replant,Height 2-22 replant,Replant measured by,Replant 2-22 measure date,Base Diameter (mm) (10-22),Diameter at 1.3m (mm) (10-22),Top Whorl Height (cm) (10-22),Height to tip (cm) (10-22),Dead (10-22),Remeasured 10-22 by,10-22 Remeasure date,Conifer/ Broadleaf,Health (10-23),"Height to tip (cm, 10-23)","Diameter at 1.3m (mm, 10-23)","Base Diameter (mm, 10-23)",Collector (10-23),10-23 Data Collection,Location Est X/Y accuracy,Location Est Z accuracy,X,Y,Z,Notes 10-23,Location Offset
550015,73,Cherry,Healthy,5.4,,charles nicholls,31/7/2021 1:24pm,55,55,Native Broadleaf,No,No,G,550015-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,10,,,106,,TCC6 CarbonCom,11/10/2022 2:42pm,Broadleaf,Alive,113,,13,TCC3 CarbonCom,07/10/2023 12:30,0.01,0.02,280454.7431,241589.4653,217.0067,,West
550016,80,Cherry,,7.1,,Oliver Nicholls,31/7/2021 1:30pm,55,55,Native Broadleaf,No,No,G,550016-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,27,9,,214,,TCC13 CarbonCom,11/10/2022 2:45pm,Broadleaf,Alive,239,9,37,TCC11 CarbonCom,07/10/2023 12:29,0.01,0.02,280455.3877,241587.7571,217.0951,,West
550017,61,Cherry,Healthy,5.1,,Oliver Nicholls,31/7/2021 1:34pm,55,55,Native Broadleaf,No,No,G,550017-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,8,,,75,,TCC13 CarbonCom,11/10/2022 2:40pm,Broadleaf,Alive,81,,10,TCC11 CarbonCom,07/10/2023 12:37,0.01,0.02,280449.6905,241586.4254,216.1712,,West
550018,81,Cherry,Vigorous ,5.7,,charles nicholls,31/7/2021 1:36pm,55,55,Native Broadleaf,No,No,G,550018-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,16,5,,137,,TCC9 CarbonCom,11/10/2022 2:32pm,Broadleaf,Alive,158,5,20,TCC9 CarbonCom,07/10/2023 12:45,0.01,0.02,280439.6375,241581.8677,214.7329,,West
550019,53,Oak,Healthy,7.4,,Oliver Nicholls,31/7/2021 1:38pm,55,55,Native Broadleaf,No,No,G,550019-2021-07-31,10/05/2021,20,31,11,5,1,30-100muk,1u2,,,,,,,,,,12,3,,143,,TCC13 CarbonCom,11/10/2022 2:35pm,Broadleaf,Alive,136,5,21,TCC11 CarbonCom,07/10/2023 12:43,0.01,0.02,280442.6851,241584.7673,215.1819,,West
550020,17,Alder,Healthy,4.1,,charles nicholls,31/7/2021 1:37pm,55,55,Native Broadleaf,No,No,G,550020-2021-07-31,10/05/2021,20,31,11,2,6,20-60,1u1,,,,,,,,,,5,,,54,,TCC9 CarbonCom,11/10/2022 2:33pm,Broadleaf,Alive,85,,8,TCC9 CarbonCom,07/10/2023 12:42,0.01,0.02,280443.3221,241582.7197,215.221,,West
550021,81,Cherry,Healthy,7.6,,Oliver Nicholls,31/7/2021 1:31pm,55,55,Native Broadleaf,No,No,G,550021-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,27,10,,219,,TCC13 CarbonCom,11/10/2022 2:43pm,Broadleaf,Alive,244,14,36,TCC11 CarbonCom,07/10/2023 12:32,0.01,0.02,280453.5099,241587.1255,216.8435,,West
550022,89,Cherry,Healthy,7.5,Borderline vigorous,Oliver Nicholls,31/7/2021 1:33pm,55,55,Native Broadleaf,No,No,G,550022-2021-07-31,10/05/2021,20,31,11,8,3,25-40,1u1,,,,,,,,,,22,5,,156,,TCC13 CarbonCom,11/10/2022 2:41pm,Broadleaf,Alive,180,8,27,TCC11 CarbonCom,07/10/2023 12:34,0.01,0.02,280451.5875,241586.8472,216.4983,,West
550023,82,Birch,Healthy,5.7,,Oliver Casale,31/7/2021 1:51pm,55,55,Native Broadleaf,No,No,G,550023-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,24,5,,181,,TCC10 CarbonCom,13/10/2022 2:28pm,Broadleaf,Alive,264,15,38,TCC12 CarbonCom,07/10/2023 12:43,0.01,0.02,280441.9894,241580.5081,215.0222,,West
550024,73,Cherry,Healthy,4.6,,charles nicholls,31/7/2021 1:40pm,55,55,Native Broadleaf,No,No,G,550024-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,12,,,105,,TCC9 CarbonCom,11/10/2022 2:33pm,Broadleaf,Alive,127,,14,TCC9 CarbonCom,07/10/2023 12:40,0.01,0.02,280445.2365,241583.1569,215.5026,,West
550025,73,Cherry,Healthy,8,,Oliver Casale,31/7/2021 1:52pm,55,55,Native Broadleaf,No,No,G,550025-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,20,5,,160,,TCC12 CarbonCom,11/10/2022 2:36pm,Broadleaf,Alive,161,7,23,TCC12 CarbonCom,07/10/2023 12:41,0.01,0.02,280443.5887,241580.752,215.261,,West
550026,66,Birch,Healthy,3.4,,charles nicholls,31/7/2021 1:50pm,55,55,Native Broadleaf,No,No,G,550026-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,23,6,,184,,TCC9 CarbonCom,11/10/2022 2:40pm,Broadleaf,Alive,277,17,37,TCC7 CarbonCom,07/10/2023 12:35,0.02,0.03,280452.3746,241580.8187,216.458,,West
550027,45,Alder,Healthy,5.5,,charles nicholls,31/7/2021 2:05pm,55,55,Native Broadleaf,No,No,G,550027-2021-07-31,10/05/2021,20,31,11,4,6,20-60,1u1,,,,,,,,,,13,,,103,,TCC12 CarbonCom,11/10/2022 2:46pm,Broadleaf,Alive,183,14,27,TCC8 CarbonCom,07/10/2023 12:46,0.01,0.02,280451.1325,241578.6266,216.2289,,West
550028,76,Birch,Healthy,5.5,,charles nicholls,31/7/2021 2:08pm,55,55,Native Broadleaf,No,No,G,550028-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,24,9,,210,,TCC12 CarbonCom,11/10/2022 2:45pm,Broadleaf,Alive,309,18,40,TCC8 CarbonCom,07/10/2023 12:43,0.01,0.02,280454.8876,241579.4735,216.7533,,West
550029,81,Birch,Vigorous ,4.5,,charles nicholls,31/7/2021 2:09pm,55,55,Native Broadleaf,No,No,G,550029-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,16,3,,147,,TCC12 CarbonCom,11/10/2022 2:44pm,Broadleaf,Alive,205,10,30,TCC8 CarbonCom,07/10/2023 12:41,0.01,0.01,280456.6434,241579.9357,217.1214,,West
550030,64,Birch,Healthy,3.6,,charles nicholls,31/7/2021 1:47pm,55,55,Native Broadleaf,No,No,G,550030-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,20,6,,192,,TCC9 CarbonCom,11/10/2022 2:37pm,Broadleaf,Alive,291,14,44,TCC9 CarbonCom,07/10/2023 12:29,0.02,0.03,280454.359,241585.3727,216.9002,,West
550031,51,Birch,Healthy,3.3,,charles nicholls,31/7/2021 1:49pm,55,55,Native Broadleaf,No,No,G,550031-2021-07-31,10/05/2021,20,31,11,5,2,20-40,1/0,,,,,,,,,,27,7,,179,,TCC9 CarbonCom,11/10/2022 2:40pm,Broadleaf,Alive,279,17,38,TCC7 CarbonCom,07/10/2023 12:32,0.01,0.02,280454.2386,241581.1742,216.6248,,West
550032,137,Rowan,Vigorous ,10.9,,charles nicholls,31/7/2021 1:53pm,55,55,Native Broadleaf,No,No,G,550032-2021-07-31,10/05/2021,20,31,11,12,5,30-40,1+0,,,,,,,,,,28,11,,239,,TCC9 CarbonCom,11/10/2022 2:42pm,Broadleaf,Alive,285,16,36,TCC7 CarbonCom,07/10/2023 12:42,0.01,0.02,280448.9082,241579.8939,215.8162,,West
550033,50,Alder,Healthy,5.6,,charles nicholls,31/7/2021 2:04pm,55,55,Native Broadleaf,No,No,G,550033-2021-07-31,10/05/2021,20,31,11,5,6,20-60,1u1,,,,,,,,,,21,,,124,,TCC12 CarbonCom,11/10/2022 2:46pm,Broadleaf,Alive,179,8,32,TCC8 CarbonCom,07/10/2023 12:50,0.02,0.03,280449.2393,241578.0722,216.0118,Redone.this is correct ,West
550034,34,Oak,Healthy,5.8,,charles nicholls,31/7/2021 2:06pm,55,55,Native Broadleaf,No,No,G,550034-2021-07-31,10/05/2021,20,31,11,3,1,30-100muk,1u2,,,,,,,,,,8,,,90,,TCC12 CarbonCom,11/10/2022 2:45pm,Broadleaf,Alive,103,,14,TCC8 CarbonCom,07/10/2023 12:45,0.01,0.02,280453.1323,241578.9871,216.5686,,West
550035,57,Cherry,Healthy,4.7,,Oliver Casale,31/7/2021 1:53pm,55,55,Native Broadleaf,No,No,G,550035-2021-07-31,10/05/2021,20,31,11,5,3,25-40,1u1,,,,,,,,,,14,,,95,,TCC12 CarbonCom,11/10/2022 2:36pm,Broadleaf,No tree,,,,TCC9 CarbonCom,07/10/2023 12:47,0.02,0.03,280445.7697,241581.3578,215.5159,,West
550036,75,Birch,Healthy,6.1,,Oliver Casale,31/7/2021 2:04pm,55,55,Native Broadleaf,No,No,G,550036-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,18,6,,188,,TCC12 CarbonCom,11/10/2022 2:41pm,Broadleaf,Alive,250,10,28,TCC12 CarbonCom,07/10/2023 12:31,0.01,0.02,280454.8982,241583.2788,216.9482,,West
550037,62,Birch,Healthy,3.9,,charles nicholls,31/7/2021 1:48pm,55,55,Native Broadleaf,No,No,G,550037-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,24,9,,217,,TCC9 CarbonCom,11/10/2022 2:39pm,Broadleaf,Alive,331,17,35,TCC7 CarbonCom,07/10/2023 12:30,0.01,0.02,280456.1632,241581.6455,216.9234,,West
550038,77,Alder,Vigorous ,7.1,,charles nicholls,31/7/2021 1:52pm,55,55,Native Broadleaf,No,No,G,550038-2021-07-31,10/05/2021,20,31,11,7,6,20-60,1u1,,,,,,,,,,28,5,,162,,TCC9 CarbonCom,11/10/2022 2:41pm,Broadleaf,Alive,218,15,46,TCC7 CarbonCom,07/10/2023 12:40,0.01,0.02,280450.64,241580.3867,216.1297,,West
550039,22,Alder,Healthy,3.4,,charles nicholls,31/7/2021 2:02pm,55,55,Native Broadleaf,No,No,G,550039-2021-07-31,10/05/2021,20,31,11,2,6,20-60,1u1,,,,,,,,,,11,,,89,,TCC12 CarbonCom,11/10/2022 2:47pm,Broadleaf,Alive,147,6,25,TCC8 CarbonCom,07/10/2023 12:51,0.01,0.02,280447.3713,241577.8768,215.6242,,West
550040,62,Birch,Healthy,3.4,,Oliver Casale,31/7/2021 2:01pm,55,55,Native Broadleaf,No,No,G,550040-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,20,6,,176,,TCC12 CarbonCom,11/10/2022 2:40pm,Broadleaf,Alive,262,13,32,TCC12 CarbonCom,07/10/2023 12:33,0.01,0.02,280453.054,241582.8722,216.6668,,West
550041,,Birch,Dead,,,charles nicholls,31/7/2021 1:41pm,55,55,Native Broadleaf,No,No,G,550041-2021-07-31,10/05/2021,20,31,11,0,,,,,,,,,,,,,3,,,55,,TCC9 CarbonCom,11/10/2022 2:34pm,Broadleaf,Alive,74,,14,TCC9 CarbonCom,07/10/2023 12:39,0.01,0.02,280447.1359,241583.4837,215.7491,,West
550042,59,Oak,Healthy,18.3,,Oliver Casale,31/7/2021 2:06pm,55,55,Native Broadleaf,No,No,G,550042-2021-07-31,10/05/2021,20,31,11,5,1,30-100muk,1u2,,,,,,,,,,19,,,69,,TCC12 CarbonCom,11/10/2022 2:42pm,Broadleaf,Alive,89,,23,TCC12 CarbonCom,07/10/2023 12:30,0.02,0.03,280456.595,241583.7141,217.2438,,West
550043,26,Birch,Healthy,2.8,,Oliver Casale,31/7/2021 2:00pm,55,55,Native Broadleaf,No,No,G,550043-2021-07-31,10/05/2021,20,31,11,2,2,20-40,1/0,,,,,,,,,,18,3,,150,,TCC12 CarbonCom,11/10/2022 2:39pm,Broadleaf,Alive,234,8,34,TCC12 CarbonCom,07/10/2023 12:34,0.01,0.02,280451.2779,241582.4115,216.4074,,West
550044,47,Oak,Healthy,8.2,,Oliver Casale,31/7/2021 1:59pm,55,55,Native Broadleaf,No,No,G,550044-2021-07-31,10/05/2021,20,31,11,4,1,30-100muk,1u2,,,,,,,,,,11,,,130,,TCC12 CarbonCom,11/10/2022 2:38pm,Broadleaf,Alive,133,4,18,TCC12 CarbonCom,07/10/2023 12:36,0.02,0.03,280449.2626,241582.0358,216.0492,,West
550045,89,Cherry,Vigorous ,6.3,,charles nicholls,31/7/2021 1:42pm,55,55,Native Broadleaf,No,No,G,550045-2021-07-31,10/05/2021,20,31,11,8,3,25-40,1u1,,,,,,,,,,21,5,,156,,TCC9 CarbonCom,11/10/2022 2:35pm,Broadleaf,Alive,179,7,31,TCC9 CarbonCom,07/10/2023 12:37,0.01,0.02,280449.0028,241584.1257,216.0202,,West
550046,149,Rowan,Vigorous ,10.9,,charles nicholls,31/7/2021 1:43pm,55,55,Native Broadleaf,No,No,G,550046-2021-07-31,10/05/2021,20,31,11,14,5,30-40,1+0,,,,,,,,,,25,13,,244,,TCC9 CarbonCom,11/10/2022 2:36pm,Broadleaf,Alive,303,18,33,TCC9 CarbonCom,07/10/2023 12:35,0.01,0.02,280450.7855,241584.3345,216.2733,,West
550047,44,Alder,Healthy,4.2,,charles nicholls,31/7/2021 1:46pm,55,55,Native Broadleaf,No,No,G,550047-2021-07-31,10/05/2021,20,31,11,4,6,20-60,1u1,,,,,,,,,,16,,,119,,TCC9 CarbonCom,11/10/2022 2:37pm,Broadleaf,Alive,201,9,29,TCC9 CarbonCom,07/10/2023 12:32,0.01,0.02,280452.5822,241584.8754,216.6453,,West
550048,80.5,Cherry,Healthy,6.4,,Oliver Nicholls,31/7/2021 1:40pm,55,55,Native Broadleaf,No,No,G,550048-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,21,7,,203,,TCC13 CarbonCom,11/10/2022 2:34pm,Broadleaf,Alive,213,13,29,TCC11 CarbonCom,07/10/2023 12:45,0.01,0.02,280440.7495,241584.4096,214.9358,,West
550049,82.5,Cherry,Sick,7.9,,Oliver Nicholls,31/7/2021 1:41pm,55,55,Native Broadleaf,No,No,G,550049-2021-07-31,10/05/2021,20,31,11,8,3,25-40,1u1,,,,,,,,,,14,,,107,,TCC13 CarbonCom,11/10/2022 2:33pm,Broadleaf,Alive,126,,20,TCC11 CarbonCom,07/10/2023 12:48,0.04,0.03,280438.8719,241583.7602,214.6547,,West
550050,43,Birch,Healthy,3.1,,charles nicholls,31/7/2021 1:34pm,55,55,Native Broadleaf,No,No,G,550050-2021-07-31,10/05/2021,20,31,11,4,2,20-40,1/0,,,,,,,,,,24,9,,200,,TCC6 CarbonCom,11/10/2022 2:34pm,Broadleaf,Alive,286,16,39,TCC3 CarbonCom,07/10/2023 12:47,0.02,0.03,280438.0817,241585.528,214.6382,,West
550051,50,Oak,Healthy,8.5,,Elizabeth Wakely,31/7/2021 2:12pm,55,55,Native Broadleaf,No,No,G,550051-2021-07-31,10/05/2021,20,31,11,5,1,30-100muk,1u2,,,,,,,,,,10,3,,131,,TCC6 CarbonCom,11/10/2022 2:56pm,Broadleaf,Alive,118,,14,TCC11 CarbonCom,07/10/2023 12:53,0.01,0.02,280443.1713,241572.9592,215.0186,,West
550052,40,Birch,Healthy,3.5,,Elizabeth Wakely,31/7/2021 1:53pm,55,55,Native Broadleaf,No,No,G,550052-2021-07-31,10/05/2021,20,31,11,4,2,20-40,1/0,,,,,,,,,,11,,,106,,TCC9 CarbonCom,11/10/2022 2:48pm,Broadleaf,Alive,154,4,15,TCC4 CarbonCom,07/10/2023 12:50,0.01,0.02,280449.9287,241572.2157,216.0813,,West
550053,44,Oak,Healthy,8.2,,Elizabeth Wakely,31/7/2021 1:29pm,55,55,Native Broadleaf,No,No,G,550053-2021-07-31,10/05/2021,20,31,11,4,1,30-100muk,1u2,,,,,,,,,,11,,,108,,TCC10 CarbonCom,11/10/2022 2:50pm,Broadleaf,Alive,107,,16,TCC3 CarbonCom,07/10/2023 12:56,0.01,0.02,280446.6217,241569.7651,215.479,,West
550054,34,Birch,Healthy,2.9,,Elizabeth Wakely,31/7/2021 1:27pm,55,55,Native Broadleaf,No,No,G,550054-2021-07-31,10/05/2021,20,31,11,3,2,20-40,1/0,,,,,,,,,,19,2,,138,,TCC10 CarbonCom,11/10/2022 2:49pm,Broadleaf,Alive,195,9,28,TCC3 CarbonCom,07/10/2023 12:57,0.01,0.02,280450.2166,241570.4865,216.0111,,West
550055,82,Cherry,Vigorous ,6.7,,Elizabeth Wakely,31/7/2021 2:15pm,55,55,Native Broadleaf,No,No,G,550055-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,12,,,99,,TCC13 CarbonCom,11/10/2022 2:55pm,Broadleaf,Alive,103,,10,TCC11 CarbonCom,07/10/2023 12:52,0.01,0.02,280441.4119,241572.6016,214.7839,,West
550056,86,Birch,Vigorous ,5,,Elizabeth Wakely,31/7/2021 1:54pm,55,55,Native Broadleaf,No,No,G,550056-2021-07-31,10/05/2021,20,31,11,8,2,20-40,1/0,,,,,,,,,,22,5,,194,,TCC9 CarbonCom,11/10/2022 2:49pm,Broadleaf,Alive,275,12,33,TCC4 CarbonCom,07/10/2023 12:48,0.02,0.02,280451.7037,241572.5158,216.3312,,West
550057,63,Cherry,Healthy,6.7,,Elizabeth Wakely,31/7/2021 1:51pm,55,55,Native Broadleaf,No,No,G,550057-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,14,,,112,,TCC9 CarbonCom,11/10/2022 2:47pm,Broadleaf,Alive,138,4,17,TCC4 CarbonCom,07/10/2023 12:52,0.01,0.02,280448.2699,241571.7696,215.7737,,West
550058,78,Cherry,Vigorous ,9.6,,Elizabeth Wakely,31/7/2021 1:48pm,55,55,Native Broadleaf,No,No,G,550058-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,24,4,,131,,TCC9 CarbonCom,11/10/2022 2:47pm,Broadleaf,Alive,156,6,26,TCC4 CarbonCom,07/10/2023 12:53,0.01,0.02,280446.2723,241571.3652,215.4549,,West
550059,48,Birch,Healthy,3.9,,Elizabeth Wakely,31/7/2021 1:28pm,55,55,Native Broadleaf,No,No,G,550059-2021-07-31,10/05/2021,20,31,11,4,2,20-40,1/0,,,,,,,,,,20,7,,176,,TCC10 CarbonCom,11/10/2022 2:49pm,Broadleaf,Alive,270,17,39,TCC12 CarbonCom,07/10/2023 12:57,0.01,0.02,280448.4765,241569.9691,215.8578,,West
550060,60,Birch,Healthy,4.6,,Elizabeth Wakely,31/7/2021 1:23pm,55,55,Native Broadleaf,No,No,G,550060-2021-07-31,10/05/2021,20,31,11,5,2,20-40,1/0,,,,,,,,,,24,7,,183,,TCC10 CarbonCom,11/10/2022 2:47pm,Broadleaf,Alive,253,15,32,TCC9 CarbonCom,07/10/2023 12:51,0.01,0.02,280455.7329,241571.6772,216.8843,,West
550061,46,Birch,Healthy,3.7,,Elizabeth Wakely,31/7/2021 1:36pm,55,55,Native Broadleaf,No,No,G,550061-2021-07-31,10/05/2021,20,31,11,4,2,20-40,1/0,,,,,,,,,,18,4,,164,,TCC10 CarbonCom,13/10/2022 2:33pm,Broadleaf,Alive,263,10,28,TCC3 CarbonCom,07/10/2023 12:50,0.02,0.02,280438.8667,241569.9378,214.4628,,West
550062,71,Cherry,Healthy,5.6,,Elizabeth Wakely,31/7/2021 1:43pm,55,55,Native Broadleaf,No,No,G,550062-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,14,,,100,,TCC9 CarbonCom,11/10/2022 2:46pm,Broadleaf,Alive,124,,15,TCC4 CarbonCom,07/10/2023 12:55,0.02,0.03,280444.6149,241570.9679,215.2335,,West
550063,64,Cherry,Healthy,5.1,,Elizabeth Wakely,31/7/2021 1:32pm,55,55,Native Broadleaf,No,No,G,550063-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,,,,,checked,TCC10 CarbonCom,11/10/2022 2:51pm,Broadleaf,Dead,,,,TCC12 CarbonCom,07/10/2023 12:53,0.01,0.02,280442.8416,241568.8391,214.9977,,West
550064,69,Birch,Healthy,3.6,,Elizabeth Wakely,31/7/2021 1:26pm,55,55,Native Broadleaf,No,No,G,550064-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,20,7,,173,,TCC10 CarbonCom,11/10/2022 2:48pm,Broadleaf,Alive,194,8,26,TCC8 CarbonCom,07/10/2023 12:57,0.02,0.02,280452.0407,241570.8296,216.222,,West
550065,50,Birch,Healthy,3.9,,Elizabeth Wakely,31/7/2021 1:25pm,55,55,Native Broadleaf,No,No,G,550065-2021-07-31,10/05/2021,20,31,11,5,2,20-40,1/0,,,,,,,,,,26,7,,185,,TCC10 CarbonCom,11/10/2022 2:48pm,Broadleaf,Alive,280,15,34,TCC9 CarbonCom,07/10/2023 12:55,0.01,0.02,280453.8149,241571.2679,216.527,,West
550066,81,Cherry,Vigorous ,6.6,,Elizabeth Wakely,31/7/2021 1:39pm,55,55,Native Broadleaf,No,No,G,550066-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,13,,,94,,TCC9 CarbonCom,11/10/2022 2:46pm,Broadleaf,Alive,107,,13,TCC3 CarbonCom,07/10/2023 12:54,0.01,0.02,280442.3975,241570.7238,214.9221,,West
550067,75,Cherry,Vigorous ,5.7,,Elizabeth Wakely,31/7/2021 1:30pm,55,55,Native Broadleaf,No,No,G,550067-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,13,,,104,,TCC10 CarbonCom,11/10/2022 2:50pm,Broadleaf,Alive,125,,21,TCC12 CarbonCom,07/10/2023 12:54,0.02,0.03,280444.9985,241569.1429,215.3317,,West
550068,64,Birch,Healthy,4.4,,Elizabeth Wakely,31/7/2021 1:33pm,55,55,Native Broadleaf,No,No,G,550068-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,22,6,,194,,TCC13 CarbonCom,11/10/2022 2:51pm,Broadleaf,Alive,290,17,37,TCC12 CarbonCom,07/10/2023 12:51,0.02,0.02,280441.117,241568.2418,214.7336,,West
550069,77,Birch,Vigorous ,4.5,,Elizabeth Wakely,31/7/2021 1:22pm,55,55,Native Broadleaf,No,No,G,550069-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,27,10,,229,,TCC10 CarbonCom,11/10/2022 2:46pm,Broadleaf,Alive,332,16,33,TCC9 CarbonCom,07/10/2023 12:49,0.01,0.02,280457.7335,241571.9508,217.1642,,West
550070,87,Cherry,Vigorous ,7.5,,Elizabeth Wakely,31/7/2021 1:34pm,55,55,Native Broadleaf,No,No,G,550070-2021-07-31,10/05/2021,20,31,11,8,3,25-40,1u1,,,,,,,,,,12,,,107,,TCC13 CarbonCom,11/10/2022 2:50pm,Broadleaf,Alive,122,,18,TCC12 CarbonCom,07/10/2023 12:49,0.01,0.02,280438.9553,241567.961,214.4463,,West
550071,30,Birch,Sick,3.8,,Elizabeth Wakely,31/7/2021 2:10pm,55,55,Native Broadleaf,No,No,G,550071-2021-07-31,10/05/2021,20,31,11,3,6,20-60,1u1,,,,,checked,3,40.5,charles nicholls,21/5/2022 2:37pm,6,,,72,,TCC14 CarbonCom,11/10/2022 2:56pm,Broadleaf,Alive,113,,11,TCC11 CarbonCom,07/10/2023 12:54,0.01,0.02,280445.26,241573.4179,215.2942,,West
550072,55,Cherry,Healthy,4.7,,Elizabeth Wakely,31/7/2021 2:17pm,55,55,Native Broadleaf,No,No,G,550072-2021-07-31,10/05/2021,20,31,11,5,3,25-40,1u1,,,,,,,,,,9,,,76,,TCC13 CarbonCom,11/10/2022 2:55pm,Broadleaf,Alive,94,,10,TCC11 CarbonCom,07/10/2023 12:50,0.02,0.02,280439.623,241572.1953,214.5516,,West
550073,64,Birch,Healthy,4.3,,Elizabeth Wakely,31/7/2021 1:38pm,55,55,Native Broadleaf,No,No,G,550073-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,20,3,,147,,TCC9 CarbonCom,11/10/2022 2:45pm,Broadleaf,Alive,207,11,30,TCC3 CarbonCom,07/10/2023 12:52,0.01,0.02,280440.6648,241570.3672,214.6386,,West
550074,82,Alder,Vigorous ,7.7,,Elizabeth Wakely,31/7/2021 2:00pm,55,55,Native Broadleaf,No,No,G,550074-2021-07-31,10/05/2021,20,31,11,7,6,20-60,1u1,,,,,,,,,,30,10,,178,,TCC14 CarbonCom,11/10/2022 2:47pm,Broadleaf,Alive,267,18,49,TCC2 CarbonCom,07/10/2023 12:43,0.01,0.02,280456.3889,241575.77,217.1242,,West
550075,44,Alder,Healthy,4.8,,charles nicholls,31/7/2021 2:11pm,55,55,Native Broadleaf,No,No,G,550075-2021-07-31,10/05/2021,20,31,11,4,6,20-60,1u1,,,,,,,,,,22,4,,138,,TCC6 CarbonCom,11/10/2022 2:44pm,Broadleaf,Alive,239,15,45,TCC1 CarbonCom,07/10/2023 12:41,0.01,0.02,280455.4828,241577.5956,216.8547,,West
550076,28,,Healthy,4.2,,Oliver Casale,31/7/2021 1:47pm,55,55,Native Broadleaf,No,No,G,550076-2021-07-31,10/05/2021,20,31,11,3,,,,,,,,,,,,,,,,,,,,Broadleaf,Alive,90,,17,TCC12 CarbonCom,07/10/2023 12:48,0.01,0.02,280438.1469,241579.3997,214.5182,,West
550077,,Birch,Dead,,,charles nicholls,31/7/2021 2:00pm,55,55,Native Broadleaf,No,No,G,550077-2021-07-31,10/05/2021,20,31,11,0,,,,,,,,checked,2,23.5,charles nicholls,21/5/2022 2:35pm,4,,,34,,TCC12 CarbonCom,11/10/2022 2:50pm,Broadleaf,Alive,104,,12,TCC8 CarbonCom,07/10/2023 12:55,0.01,0.02,280441.887,241576.4351,214.7922,,West
550078,74,Alder,Vigorous ,7.6,,charles nicholls,31/7/2021 1:54pm,55,55,Native Broadleaf,No,No,G,550078-2021-07-31,10/05/2021,20,31,11,7,6,20-60,1u1,,,,,,,,,,24,7,,165,,TCC9 CarbonCom,11/10/2022 2:42pm,Broadleaf,Alive,210,15,40,TCC7 CarbonCom,07/10/2023 12:44,0.01,0.02,280446.8881,241579.5777,215.4818,,West
550079,52,Oak,Healthy,9.6,,charles nicholls,31/7/2021 1:56pm,55,55,Native Broadleaf,No,No,G,550079-2021-07-31,10/05/2021,20,31,11,5,1,30-100muk,1u2,,,,,,,,,,12,,,82,,TCC9 CarbonCom,11/10/2022 2:43pm,Broadleaf,Alive,80,,17,TCC7 CarbonCom,07/10/2023 12:46,0.01,0.02,280443.5832,241578.801,215.0695,,West
